Date,Close
24/07/2019 16:00:00,992.12
25/07/2019 16:00:00,984.85
26/07/2019 16:00:00,987.67
29/07/2019 16:00:00,984.88
30/07/2019 16:00:00,982.35
31/07/2019 16:00:00,979.73
01/08/2019 16:00:00,976.79
02/08/2019 16:00:00,969.49
06/08/2019 16:00:00,961.31
07/08/2019 16:00:00,969.46
08/08/2019 16:00:00,977.76
09/08/2019 16:00:00,974.34
12/08/2019 16:00:00,968.61
13/08/2019 16:00:00,976.59
14/08/2019 16:00:00,957.56
15/08/2019 16:00:00,955.84
16/08/2019 16:00:00,965.02
19/08/2019 16:00:00,974.3
20/08/2019 16:00:00,967.18
21/08/2019 16:00:00,973.95
22/08/2019 16:00:00,971.09
23/08/2019 16:00:00,956.68
26/08/2019 16:00:00,961.86
27/08/2019 16:00:00,966.07
28/08/2019 16:00:00,970.82
29/08/2019 16:00:00,979.2
30/08/2019 16:00:00,982.45
03/09/2019 16:00:00,979.11
04/09/2019 16:00:00,981.23
05/09/2019 16:00:00,990.35
06/09/2019 16:00:00,987.99
09/09/2019 16:00:00,985.16
10/09/2019 16:00:00,988.09
11/09/2019 16:00:00,992.96
12/09/2019 16:00:00,996.14
13/09/2019 16:00:00,998.54
16/09/2019 16:00:00,1001.88
17/09/2019 16:00:00,1006.85
18/09/2019 16:00:00,1005.77
19/09/2019 16:00:00,1009.36
20/09/2019 16:00:00,1011.25
23/09/2019 16:00:00,1008.12
24/09/2019 16:00:00,1003.77
25/09/2019 16:00:00,1003.58
26/09/2019 16:00:00,1004.1
27/09/2019 16:00:00,999.15
30/09/2019 16:00:00,997.93
01/10/2019 16:00:00,985.03
02/10/2019 16:00:00,975.34
03/10/2019 16:00:00,978.16
04/10/2019 16:00:00,983.06
07/10/2019 16:00:00,981.29
08/10/2019 16:00:00,972.82
09/10/2019 16:00:00,979.34
10/10/2019 16:00:00,982.49
11/10/2019 16:00:00,982.65
15/10/2019 16:00:00,983.45
16/10/2019 16:00:00,983.98
17/10/2019 16:00:00,982.75
18/10/2019 16:00:00,980.04
21/10/2019 16:00:00,982.93
22/10/2019 16:00:00,981.11
23/10/2019 16:00:00,976.96
24/10/2019 16:00:00,979.32
25/10/2019 16:00:00,981.54
28/10/2019 16:00:00,981.39
29/10/2019 16:00:00,983.07
30/10/2019 16:00:00,989.12
31/10/2019 16:00:00,986.33
01/11/2019 16:00:00,992.95
04/11/2019 16:00:00,997.56
05/11/2019 16:00:00,998.31
06/11/2019 16:00:00,1001.56
07/11/2019 16:00:00,1005.61
08/11/2019 16:00:00,1010.54
11/11/2019 16:00:00,1011.04
12/11/2019 16:00:00,1012.97
13/11/2019 16:00:00,1016.03
14/11/2019 16:00:00,1015.68
15/11/2019 16:00:00,1019.86
18/11/2019 16:00:00,1019.47
19/11/2019 16:00:00,1019.05
20/11/2019 16:00:00,1017.79
21/11/2019 16:00:00,1017.57
22/11/2019 16:00:00,1014.48
25/11/2019 16:00:00,1019.3
26/11/2019 16:00:00,1019.15
27/11/2019 16:00:00,1022.95
28/11/2019 16:00:00,1023.67
29/11/2019 16:00:00,1018.62
02/12/2019 16:00:00,1015.14
03/12/2019 16:00:00,1008.96
04/12/2019 16:00:00,1009
05/12/2019 16:00:00,1004.87
06/12/2019 16:00:00,1015.09
09/12/2019 16:00:00,1011.42
10/12/2019 16:00:00,1011.4
11/12/2019 16:00:00,1011.37
12/12/2019 16:00:00,1012.93
13/12/2019 16:00:00,1015.49
16/12/2019 16:00:00,1017.96
17/12/2019 16:00:00,1018.78
18/12/2019 16:00:00,1015.58
19/12/2019 16:00:00,1017.27
20/12/2019 16:00:00,1021.01
23/12/2019 16:00:00,1020.33
24/12/2019 13:30:00,1022.77
27/12/2019 16:00:00,1022.01
30/12/2019 16:00:00,1017.07
